"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Chest/Shoulder/Tricep","Dec 14, 2024, 10:21 AM","Dec 14, 2024, 11:24 AM","Diddy","Bench Press (Dumbbell)",,"Per arm",2,"failure",24,10,,,
"Chest/Shoulder/Tricep","Dec 14, 2024, 10:21 AM","Dec 14, 2024, 11:24 AM","Diddy","Bench Press (Dumbbell)",,"Per arm",3,"failure",24,7,,,
"Chest/Shoulder/Tricep","Dec 14, 2024, 10:21 AM","Dec 14, 2024, 11:24 AM","Diddy","Lateral Raise (Dumbbell)",,"Per arm",0,"normal",8,12,,,
"Chest/Shoulder/Tricep","Dec 14, 2024, 10:21 AM","Dec 14, 2024, 11:24 AM","Diddy","Lateral Raise (Dumbbell)",,"Per arm",1,"normal",8,12,,,
"Chest/Shoulder/Tricep","Dec 14, 2024, 10:21 AM","Dec 14, 2024, 11:24 AM","Diddy","Lateral Raise (Dumbbell)",,"Per arm",2,"failure",10,7,,,
"Chest/Shoulder/Tricep","Dec 14, 2024, 10:21 AM","Dec 14, 2024, 11:24 AM","Diddy","Triceps Pushdown",,"",0,"warmup",21.25,12,,,
"Chest/Shoulder/Tricep","Dec 14, 2024, 10:21 AM","Dec 14, 2024, 11:24 AM","Diddy","Triceps Pushdown",,"",1,"normal",26.25,12,,,
"Chest/Shoulder/Tricep","Dec 14, 2024, 10:21 AM","Dec 14, 2024, 11:24 AM","Diddy","Triceps Pushdown",,"",2,"failure",31.25,8,,,
"Chest/Shoulder/Tricep","Dec 14, 2024, 10:21 AM","Dec 14, 2024, 11:24 AM","Diddy","Chest Fly (Machine)",,"",0,"warmup",50,12,,,
"Chest/Shoulder/Tricep","Dec 14, 2024, 10:21 AM","Dec 14, 2024, 11:24 AM","Diddy","Chest Fly (Machine)",,"",1,"normal",60,12,,,
"Chest/Shoulder/Tricep","Dec 14, 2024, 10:21 AM","Dec 14, 2024, 11:24 AM","Diddy","Chest Fly (Machine)",,"",2,"failure",70,11,,,
"Chest/Shoulder/Tricep","Dec 14, 2024, 10:21 AM","Dec 14, 2024, 11:24 AM","Diddy","Shoulder Press (Dumbbell)",,"Per arm",0,"failure",18,10,,,
"Chest/Shoulder/Tricep","Dec 14, 2024, 10:21 AM","Dec 14, 2024, 11:24 AM","Diddy","Shoulder Press (Dumbbell)",,"Per arm",1,"failure",18,9,,,
"Chest/Shoulder/Tricep","Dec 14, 2024, 10:21 AM","Dec 14, 2024, 11:24 AM","Diddy","Triceps Extension (Machine)",,"",0,"normal",40,12,,,
"Chest/Shoulder/Tricep","Dec 14, 2024, 10:21 AM","Dec 14, 2024, 11:24 AM","Diddy","Triceps Extension (Machine)",,"",1,"failure",50,7,,,
"Legs","Dec 12, 2024, 2:55 PM","Dec 12, 2024, 3:46 PM","Not feeling it","Lying Leg Curl (Machine)",,"Diddy machine",0,"normal",45,12,,,
"Legs","Dec 12, 2024, 2:55 PM","Dec 12, 2024, 3:46 PM","Not feeling it","Lying Leg Curl (Machine)",,"Diddy machine",1,"normal",50,12,,,
"Legs","Dec 12, 2024, 2:55 PM","Dec 12, 2024, 3:46 PM","Not feeling it","Lying Leg Curl (Machine)",,"Diddy machine",2,"failure",60,7,,,
"Legs","Dec 12, 2024, 2:55 PM","Dec 12, 2024, 3:46 PM","Not feeling it","Leg Press (Machine)",,"Actually hardstuck",0,"normal",147,12,,,
"Legs","Dec 12, 2024, 2:55 PM","Dec 12, 2024, 3:46 PM","Not feeling it","Leg Press (Machine)",,"Actually hardstuck",1,"normal",197,12,,,
"Legs","Dec 12, 2024, 2:55 PM","Dec 12, 2024, 3:46 PM","Not feeling it","Leg Press (Machine)",,"Actually hardstuck",2,"failure",247,7,,,
"Legs","Dec 12, 2024, 2:55 PM","Dec 12, 2024, 3:46 PM","Not feeling it","Seated Calf Raise",,"Total w",0,"warmup",73,15,,,
"Legs","Dec 12, 2024, 2:55 PM","Dec 12, 2024, 3:46 PM","Not feeling it","Seated Calf Raise",,"Total w",1,"normal",93,12,,,
"Legs","Dec 12, 2024, 2:55 PM","Dec 12, 2024, 3:46 PM","Not feeling it","Seated Calf Raise",,"Total w",2,"failure",113,7,,,
"Legs","Dec 12, 2024, 2:55 PM","Dec 12, 2024, 3:46 PM","Not feeling it","Leg Extension (Machine)",,"",0,"normal",80,12,,,
"Legs","Dec 12, 2024, 2:55 PM","Dec 12, 2024, 3:46 PM","Not feeling it","Leg Extension (Machine)",,"",1,"failure",100,12,,,
"Back/ Biceps","Dec 11, 2024, 4:10 PM","Dec 11, 2024, 5:35 PM","Diddy workout","Lat Pulldown (Cable)",,"",0,"warmup",50,12,,,
"Back/ Biceps","Dec 11, 2024, 4:10 PM","Dec 11, 2024, 5:35 PM","Diddy workout","Lat Pulldown (Cable)",,"",1,"normal",60,12,,,
"Back/ Biceps","Dec 11, 2024, 4:10 PM","Dec 11, 2024, 5:35 PM","Diddy workout","Lat Pulldown (Cable)",,"",2,"failure",70,5,,,
"Back/ Biceps","Dec 11, 2024, 4:10 PM","Dec 11, 2024, 5:35 PM","Diddy workout","Hammer Curl (Dumbbell)",,"Diff form",0,"normal",12,12,,,
"Back/ Biceps","Dec 11, 2024, 4:10 PM","Dec 11, 2024, 5:35 PM","Diddy workout","Hammer Curl (Dumbbell)",,"Diff form",1,"failure",14,10,,,
"Back/ Biceps","Dec 11, 2024, 4:10 PM","Dec 11, 2024, 5:35 PM","Diddy workout","Hammer Curl (Dumbbell)",,"Diff form",2,"failure",14,8,,,
"Back/ Biceps","Dec 11, 2024, 4:10 PM","Dec 11, 2024, 5:35 PM","Diddy workout","Iso-Lateral Row (Machine)",,"",0,"warmup",61,12,,,
"Back/ Biceps","Dec 11, 2024, 4:10 PM","Dec 11, 2024, 5:35 PM","Diddy workout","Iso-Lateral Row (Machine)",,"",1,"failure",141,9,,,
"Back/ Biceps","Dec 11, 2024, 4:10 PM","Dec 11, 2024, 5:35 PM","Diddy workout","Iso-Lateral Row (Machine)",,"",2,"failure",181,4,,,
"Back/ Biceps","Dec 11, 2024, 4:10 PM","Dec 11, 2024, 5:35 PM","Diddy workout","Deadlift (Barbell)",,"",0,"warmup",40,6,,,
"Back/ Biceps","Dec 11, 2024, 4:10 PM","Dec 11, 2024, 5:35 PM","Diddy workout","Deadlift (Barbell)",,"",1,"normal",60,6,,,
"Back/ Biceps","Dec 11, 2024, 4:10 PM","Dec 11, 2024, 5:35 PM","Diddy workout","Deadlift (Barbell)",,"",2,"normal",100,5,,,
"Back/ Biceps","Dec 11, 2024, 4:10 PM","Dec 11, 2024, 5:35 PM","Diddy workout","Bicep Curl (Barbell)",,"",0,"failure",20,11,,,
"Back/ Biceps","Dec 11, 2024, 4:10 PM","Dec 11, 2024, 5:35 PM","Diddy workout","Bicep Curl (Barbell)",,"",1,"failure",20,10,,,
"Back/ Biceps","Dec 11, 2024, 4:10 PM","Dec 11, 2024, 5:35 PM","Diddy workout","Bicep Curl (Barbell)",,"",2,"failure",30,5,,,
"Back/ Biceps","Dec 11, 2024, 4:10 PM","Dec 11, 2024, 5:35 PM","Diddy workout","Rear Delt Reverse Fly (Machine)",,"",0,"normal",30,12,,,
"Back/ Biceps","Dec 11, 2024, 4:10 PM","Dec 11, 2024, 5:35 PM","Diddy workout","Rear Delt Reverse Fly (Machine)",,"",1,"normal",40,12,,,
"Back/ Biceps","Dec 11, 2024, 4:10 PM","Dec 11, 2024, 5:35 PM","Diddy workout","Bench Press (Barbell)",,"Odd",0,"normal",20,12,,,
"Back/ Biceps","Dec 11, 2024, 4:10 PM","Dec 11, 2024, 5:35 PM","Diddy workout","Bench Press (Barbell)",,"Odd",1,"normal",50,12,,,
"Back/ Biceps","Dec 11, 2024, 4:10 PM","Dec 11, 2024, 5:35 PM","Diddy workout","Bench Press (Barbell)",,"Odd",2,"failure",65,4,,,
"Chest/Shoulder/Tricep","Dec 9, 2024, 3:46 PM","Dec 9, 2024, 4:37 PM","","Bench Press (Dumbbell)",,"Per arm",0,"normal",20,12,,,
"Chest/Shoulder/Tricep","Dec 9, 2024, 3:46 PM","Dec 9, 2024, 4:37 PM","","Bench Press (Dumbbell)",,"Per arm",1,"failure",24,10,,,
"Chest/Shoulder/Tricep","Dec 9, 2024, 3:46 PM","Dec 9, 2024, 4:37 PM","","Bench Press (Dumbbell)",,"Per arm",2,"failure",26,6,,,
"Chest/Shoulder/Tricep","Dec 9, 2024, 3:46 PM","Dec 9, 2024, 4:37 PM","","Lateral Raise (Dumbbell)",,"Per arm",0,"normal",8,12,,,
"Chest/Shoulder/Tricep","Dec 9, 2024, 3:46 PM","Dec 9, 2024, 4:37 PM","","Lateral Raise (Dumbbell)",,"Per arm",1,"normal",8,12,,,
"Chest/Shoulder/Tricep","Dec 9, 2024, 3:46 PM","Dec 9, 2024, 4:37 PM","","Lateral Raise (Dumbbell)",,"Per arm",2,"failure",10,6,,,
"Chest/Shoulder/Tricep","Dec 9, 2024, 3:46 PM","Dec 9, 2024, 4:37 PM","","Triceps Pushdown",,"",0,"warmup",21.25,12,,,
"Chest/Shoulder/Tricep","Dec 9, 2024, 3:46 PM","Dec 9, 2024, 4:37 PM","","Triceps Pushdown",,"",1,"failure",28.75,8,,,
"Chest/Shoulder/Tricep","Dec 9, 2024, 3:46 PM","Dec 9, 2024, 4:37 PM","","Triceps Pushdown",,"",2,"failure",31.25,5,,,
"Chest/Shoulder/Tricep","Dec 9, 2024, 3:46 PM","Dec 9, 2024, 4:37 PM","","Shoulder Press (Dumbbell)",,"Per arm",0,"normal",18,10,,,
"Chest/Shoulder/Tricep","Dec 9, 2024, 3:46 PM","Dec 9, 2024, 4:37 PM","","Shoulder Press (Dumbbell)",,"Per arm",1,"failure",18,8,,,
"Chest/Shoulder/Tricep","Dec 9, 2024, 3:46 PM","Dec 9, 2024, 4:37 PM","","Chest Press (Machine)",,"Filler",0,"warmup",30,12,,,
"Chest/Shoulder/Tricep","Dec 9, 2024, 3:46 PM","Dec 9, 2024, 4:37 PM","","Chest Press (Machine)",,"Filler",1,"failure",40,9,,,
"Chest/Shoulder/Tricep","Dec 9, 2024, 3:46 PM","Dec 9, 2024, 4:37 PM","","Triceps Extension (Machine)",,"",0,"failure",45,10,,,
"Chest/Shoulder/Tricep","Dec 9, 2024, 3:46 PM","Dec 9, 2024, 4:37 PM","","Triceps Extension (Machine)",,"",1,"failure",50,6,,,
"Chest/Shoulder/Tricep","Dec 9, 2024, 3:46 PM","Dec 9, 2024, 4:37 PM","","Chest Fly (Machine)",,"Enough chest",0,"warmup",50,12,,,
"Chest/Shoulder/Tricep","Dec 9, 2024, 3:46 PM","Dec 9, 2024, 4:37 PM","","Chest Fly (Machine)",,"Enough chest",1,"normal",60,12,,,
"Back/ Biceps","Dec 8, 2024, 9:17 AM","Dec 8, 2024, 10:43 AM","My back hurts","Lat Pulldown (Cable)",,"Slow and controlled reps",0,"warmup",50,12,,,
"Back/ Biceps","Dec 8, 2024, 9:17 AM","Dec 8, 2024, 10:43 AM","My back hurts","Lat Pulldown (Cable)",,"Slow and controlled reps",1,"failure",60,11,,,
"Back/ Biceps","Dec 8, 2024, 9:17 AM","Dec 8, 2024, 10:43 AM","My back hurts","Lat Pulldown (Cable)",,"Slow and controlled reps",2,"failure",70,6,,,
"Back/ Biceps","Dec 8, 2024, 9:17 AM","Dec 8, 2024, 10:43 AM","My back hurts","Hammer Curl (Dumbbell)",,"W is per arm",0,"normal",12,12,,,
"Back/ Biceps","Dec 8, 2024, 9:17 AM","Dec 8, 2024, 10:43 AM","My back hurts","Hammer Curl (Dumbbell)",,"W is per arm",1,"failure",14,10,,,
"Back/ Biceps","Dec 8, 2024, 9:17 AM","Dec 8, 2024, 10:43 AM","My back hurts","Hammer Curl (Dumbbell)",,"W is per arm",2,"failure",16,7,,,
"Back/ Biceps","Dec 8, 2024, 9:17 AM","Dec 8, 2024, 10:43 AM","My back hurts","Seated Cable Row - V Grip (Cable)",,"",0,"normal",50,12,,,
"Back/ Biceps","Dec 8, 2024, 9:17 AM","Dec 8, 2024, 10:43 AM","My back hurts","Seated Cable Row - V Grip (Cable)",,"",1,"normal",60,12,,,
"Back/ Biceps","Dec 8, 2024, 9:17 AM","Dec 8, 2024, 10:43 AM","My back hurts","Seated Cable Row - V Grip (Cable)",,"",2,"failure",70,6,,,
"Back/ Biceps","Dec 8, 2024, 9:17 AM","Dec 8, 2024, 10:43 AM","My back hurts","Iso-Lateral Row (Machine)",,"Dafuq",0,"warmup",91,12,,,
"Back/ Biceps","Dec 8, 2024, 9:17 AM","Dec 8, 2024, 10:43 AM","My back hurts","Iso-Lateral Row (Machine)",,"Dafuq",1,"failure",131,9,,,
"Back/ Biceps","Dec 8, 2024, 9:17 AM","Dec 8, 2024, 10:43 AM","My back hurts","Iso-Lateral Row (Machine)",,"Dafuq",2,"failure",161,4,,,
"Back/ Biceps","Dec 8, 2024, 9:17 AM","Dec 8, 2024, 10:43 AM","My back hurts","Rear Delt Reverse Fly (Machine)",,"",0,"warmup",40,12,,,
"Back/ Biceps","Dec 8, 2024, 9:17 AM","Dec 8, 2024, 10:43 AM","My back hurts","Rear Delt Reverse Fly (Machine)",,"",1,"normal",45,12,,,
"Back/ Biceps","Dec 8, 2024, 9:17 AM","Dec 8, 2024, 10:43 AM","My back hurts","Rear Delt Reverse Fly (Machine)",,"",2,"failure",50,9,,,
"Back/ Biceps","Dec 8, 2024, 9:17 AM","Dec 8, 2024, 10:43 AM","My back hurts","Preacher Curl (Machine)",,"Dafuq",0,"normal",40,12,,,
"Back/ Biceps","Dec 8, 2024, 9:17 AM","Dec 8, 2024, 10:43 AM","My back hurts","Preacher Curl (Machine)",,"Dafuq",1,"failure",45,11,,,
"Back/ Biceps","Dec 8, 2024, 9:17 AM","Dec 8, 2024, 10:43 AM","My back hurts","Preacher Curl (Machine)",,"Dafuq",2,"failure",50,6,,,
"Back/ Biceps","Dec 8, 2024, 9:17 AM","Dec 8, 2024, 10:43 AM","My back hurts","Deadlift (Barbell)",,"Last set close to failure",0,"warmup",40,6,,,
"Back/ Biceps","Dec 8, 2024, 9:17 AM","Dec 8, 2024, 10:43 AM","My back hurts","Deadlift (Barbell)",,"Last set close to failure",1,"normal",60,6,,,
"Back/ Biceps","Dec 8, 2024, 9:17 AM","Dec 8, 2024, 10:43 AM","My back hurts","Deadlift (Barbell)",,"Last set close to failure",2,"normal",100,4,,,
"Chest/Shoulder/Tricep","Dec 7, 2024, 8:15 AM","Dec 7, 2024, 9:33 AM","","Bench Press (Barbell)",,"",0,"warmup",20,15,,,
"Chest/Shoulder/Tricep","Dec 7, 2024, 8:15 AM","Dec 7, 2024, 9:33 AM","","Bench Press (Barbell)",,"",1,"normal",40,12,,,
"Chest/Shoulder/Tricep","Dec 7, 2024, 8:15 AM","Dec 7, 2024, 9:33 AM","","Bench Press (Barbell)",,"",2,"failure",65,6,,,
"Chest/Shoulder/Tricep","Dec 7, 2024, 8:15 AM","Dec 7, 2024, 9:33 AM","","Bench Press (Barbell)",,"",3,"failure",65,4,,,
"Chest/Shoulder/Tricep","Dec 7, 2024, 8:15 AM","Dec 7, 2024, 9:33 AM","","Lateral Raise (Dumbbell)",,"",0,"normal",6,12,,,
"Chest/Shoulder/Tricep","Dec 7, 2024, 8:15 AM","Dec 7, 2024, 9:33 AM","","Lateral Raise (Dumbbell)",,"",1,"normal",8,12,,,
"Chest/Shoulder/Tricep","Dec 7, 2024, 8:15 AM","Dec 7, 2024, 9:33 AM","","Lateral Raise (Dumbbell)",,"",2,"failure",10,5,,,
"Chest/Shoulder/Tricep","Dec 7, 2024, 8:15 AM","Dec 7, 2024, 9:33 AM","","Triceps Pushdown",,"",0,"warmup",21.25,15,,,
"Chest/Shoulder/Tricep","Dec 7, 2024, 8:15 AM","Dec 7, 2024, 9:33 AM","","Triceps Pushdown",,"",1,"failure",28.75,12,,,
"Chest/Shoulder/Tricep","Dec 7, 2024, 8:15 AM","Dec 7, 2024, 9:33 AM","","Triceps Pushdown",,"",2,"failure",32.5,4,,,
"Chest/Shoulder/Tricep","Dec 7, 2024, 8:15 AM","Dec 7, 2024, 9:33 AM","","Chest Fly (Machine)",,"",0,"normal",50,12,,,
"Chest/Shoulder/Tricep","Dec 7, 2024, 8:15 AM","Dec 7, 2024, 9:33 AM","","Chest Fly (Machine)",,"",1,"normal",60,12,,,
"Chest/Shoulder/Tricep","Dec 7, 2024, 8:15 AM","Dec 7, 2024, 9:33 AM","","Chest Fly (Machine)",,"",2,"failure",70,9,,,
"Chest/Shoulder/Tricep","Dec 7, 2024, 8:15 AM","Dec 7, 2024, 9:33 AM","","Shoulder Press (Dumbbell)",,"",0,"normal",16,12,,,
"Chest/Shoulder/Tricep","Dec 7, 2024, 8:15 AM","Dec 7, 2024, 9:33 AM","","Shoulder Press (Dumbbell)",,"",1,"failure",18,6,,,
"Chest/Shoulder/Tricep","Dec 7, 2024, 8:15 AM","Dec 7, 2024, 9:33 AM","","Incline Bench Press (Barbell)",,"Awful",0,"warmup",30,12,,,
"Chest/Shoulder/Tricep","Dec 7, 2024, 8:15 AM","Dec 7, 2024, 9:33 AM","","Incline Bench Press (Barbell)",,"Awful",1,"failure",50,5,,,
"Chest/Shoulder/Tricep","Dec 7, 2024, 8:15 AM","Dec 7, 2024, 9:33 AM","","Triceps Extension (Machine)",,"",0,"normal",45,12,,,
"Chest/Shoulder/Tricep","Dec 7, 2024, 8:15 AM","Dec 7, 2024, 9:33 AM","","Triceps Extension (Machine)",,"",1,"failure",50,6,,,
"Legs","Dec 5, 2024, 4:16 PM","Dec 5, 2024, 5:32 PM","Bench pr","Leg Press (Machine)",,"",0,"warmup",147,12,,,
"Legs","Dec 5, 2024, 4:16 PM","Dec 5, 2024, 5:32 PM","Bench pr","Leg Press (Machine)",,"",1,"normal",197,12,,,
"Legs","Dec 5, 2024, 4:16 PM","Dec 5, 2024, 5:32 PM","Bench pr","Leg Press (Machine)",,"",2,"failure",247,7,,,
"Legs","Dec 5, 2024, 4:16 PM","Dec 5, 2024, 5:32 PM","Bench pr","Lying Leg Curl (Machine)",,"",0,"warmup",45,12,,,
"Legs","Dec 5, 2024, 4:16 PM","Dec 5, 2024, 5:32 PM","Bench pr","Lying Leg Curl (Machine)",,"",1,"normal",50,12,,,
"Legs","Dec 5, 2024, 4:16 PM","Dec 5, 2024, 5:32 PM","Bench pr","Lying Leg Curl (Machine)",,"",2,"failure",60,7,,,
"Legs","Dec 5, 2024, 4:16 PM","Dec 5, 2024, 5:32 PM","Bench pr","Seated Calf Raise",,"",0,"warmup",73,15,,,
"Legs","Dec 5, 2024, 4:16 PM","Dec 5, 2024, 5:32 PM","Bench pr","Seated Calf Raise",,"",1,"normal",83,12,,,
"Legs","Dec 5, 2024, 4:16 PM","Dec 5, 2024, 5:32 PM","Bench pr","Seated Calf Raise",,"",2,"failure",103,12,,,
"Legs","Dec 5, 2024, 4:16 PM","Dec 5, 2024, 5:32 PM","Bench pr","Leg Extension (Machine)",,"",0,"warmup",80,12,,,
"Legs","Dec 5, 2024, 4:16 PM","Dec 5, 2024, 5:32 PM","Bench pr","Leg Extension (Machine)",,"",1,"failure",115,7,,,
"Legs","Dec 5, 2024, 4:16 PM","Dec 5, 2024, 5:32 PM","Bench pr","Bench Press (Barbell)",,"",0,"normal",50,10,,,
"Legs","Dec 5, 2024, 4:16 PM","Dec 5, 2024, 5:32 PM","Bench pr","Bench Press (Barbell)",,"",1,"failure",80,1,,,
"Back/ Biceps","Dec 2, 2024, 4:09 PM","Dec 2, 2024, 5:26 PM","","Lat Pulldown (Cable)",,"",0,"warmup",50,12,,,
"Back/ Biceps","Dec 2, 2024, 4:09 PM","Dec 2, 2024, 5:26 PM","","Lat Pulldown (Cable)",,"",1,"normal",60,12,,,
"Back/ Biceps","Dec 2, 2024, 4:09 PM","Dec 2, 2024, 5:26 PM","","Lat Pulldown (Cable)",,"",2,"failure",70,5,,,
"Back/ Biceps","Dec 2, 2024, 4:09 PM","Dec 2, 2024, 5:26 PM","","Hammer Curl (Dumbbell)",,"Have never gone up",0,"normal",12,12,,,
"Back/ Biceps","Dec 2, 2024, 4:09 PM","Dec 2, 2024, 5:26 PM","","Hammer Curl (Dumbbell)",,"Have never gone up",1,"failure",14,11,,,
"Back/ Biceps","Dec 2, 2024, 4:09 PM","Dec 2, 2024, 5:26 PM","","Hammer Curl (Dumbbell)",,"Have never gone up",2,"failure",16,5,,,
"Back/ Biceps","Dec 2, 2024, 4:09 PM","Dec 2, 2024, 5:26 PM","","Seated Cable Row - V Grip (Cable)",,"",0,"normal",50,12,,,
"Back/ Biceps","Dec 2, 2024, 4:09 PM","Dec 2, 2024, 5:26 PM","","Seated Cable Row - V Grip (Cable)",,"",1,"failure",60,12,,,
"Back/ Biceps","Dec 2, 2024, 4:09 PM","Dec 2, 2024, 5:26 PM","","Seated Cable Row - V Grip (Cable)",,"",2,"failure",70,5,,,
"Back/ Biceps","Dec 2, 2024, 4:09 PM","Dec 2, 2024, 5:26 PM","","Iso-Lateral Row (Machine)",,"",0,"warmup",91,12,,,
"Back/ Biceps","Dec 2, 2024, 4:09 PM","Dec 2, 2024, 5:26 PM","","Iso-Lateral Row (Machine)",,"",1,"failure",131,11,,,
"Back/ Biceps","Dec 2, 2024, 4:09 PM","Dec 2, 2024, 5:26 PM","","Iso-Lateral Row (Machine)",,"",2,"dropset",151,7,,,
"Back/ Biceps","Dec 2, 2024, 4:09 PM","Dec 2, 2024, 5:26 PM","","Iso-Lateral Row (Machine)",,"",3,"failure",91,9,,,
"Back/ Biceps","Dec 2, 2024, 4:09 PM","Dec 2, 2024, 5:26 PM","","Bicep Curl (Barbell)",,"Preacher busy",0,"normal",20,12,,,
"Back/ Biceps","Dec 2, 2024, 4:09 PM","Dec 2, 2024, 5:26 PM","","Bicep Curl (Barbell)",,"Preacher busy",1,"failure",25,6,,,
"Back/ Biceps","Dec 2, 2024, 4:09 PM","Dec 2, 2024, 5:26 PM","","Deadlift (Barbell)",,"W",0,"warmup",40,6,,,
"Back/ Biceps","Dec 2, 2024, 4:09 PM","Dec 2, 2024, 5:26 PM","","Deadlift (Barbell)",,"W",1,"normal",60,6,,,
"Back/ Biceps","Dec 2, 2024, 4:09 PM","Dec 2, 2024, 5:26 PM","","Deadlift (Barbell)",,"W",2,"normal",120,1,,,
"Chest/Shoulder/Tricep","Dec 1, 2024, 11:09 AM","Dec 1, 2024, 12:23 PM","","Bench Press (Barbell)",,"",0,"warmup",20,15,,,
"Chest/Shoulder/Tricep","Dec 1, 2024, 11:09 AM","Dec 1, 2024, 12:23 PM","","Bench Press (Barbell)",,"",1,"normal",40,12,,,
"Chest/Shoulder/Tricep","Dec 1, 2024, 11:09 AM","Dec 1, 2024, 12:23 PM","","Bench Press (Barbell)",,"",2,"failure",65,4,,,
"Chest/Shoulder/Tricep","Dec 1, 2024, 11:09 AM","Dec 1, 2024, 12:23 PM","","Shoulder Press (Dumbbell)",,"Per arm",0,"normal",18,12,,,
"Chest/Shoulder/Tricep","Dec 1, 2024, 11:09 AM","Dec 1, 2024, 12:23 PM","","Shoulder Press (Dumbbell)",,"Per arm",1,"failure",20,7,,,
"Chest/Shoulder/Tricep","Dec 1, 2024, 11:09 AM","Dec 1, 2024, 12:23 PM","","Triceps Pushdown",,"Straight bar",0,"normal",21.25,12,,,
"Chest/Shoulder/Tricep","Dec 1, 2024, 11:09 AM","Dec 1, 2024, 12:23 PM","","Triceps Pushdown",,"Straight bar",1,"normal",26.25,12,,,
"Chest/Shoulder/Tricep","Dec 1, 2024, 11:09 AM","Dec 1, 2024, 12:23 PM","","Triceps Pushdown",,"Straight bar",2,"failure",28.75,12,,,
"Chest/Shoulder/Tricep","Dec 1, 2024, 11:09 AM","Dec 1, 2024, 12:23 PM","","Chest Fly (Machine)",,"",0,"normal",50,12,,,
"Chest/Shoulder/Tricep","Dec 1, 2024, 11:09 AM","Dec 1, 2024, 12:23 PM","","Chest Fly (Machine)",,"",1,"normal",60,12,,,
"Chest/Shoulder/Tricep","Dec 1, 2024, 11:09 AM","Dec 1, 2024, 12:23 PM","","Chest Fly (Machine)",,"",2,"failure",70,9,,,
"Chest/Shoulder/Tricep","Dec 1, 2024, 11:09 AM","Dec 1, 2024, 12:23 PM","","Lateral Raise (Dumbbell)",,"W is per arm",0,"normal",8,12,,,
"Chest/Shoulder/Tricep","Dec 1, 2024, 11:09 AM","Dec 1, 2024, 12:23 PM","","Lateral Raise (Dumbbell)",,"W is per arm",1,"failure",10,8,,,
"Chest/Shoulder/Tricep","Dec 1, 2024, 11:09 AM","Dec 1, 2024, 12:23 PM","","Lateral Raise (Dumbbell)",,"W is per arm",2,"failure",10,6,,,
"Chest/Shoulder/Tricep","Dec 1, 2024, 11:09 AM","Dec 1, 2024, 12:23 PM","","Incline Bench Press (Barbell)",,"",0,"warmup",20,12,,,
"Chest/Shoulder/Tricep","Dec 1, 2024, 11:09 AM","Dec 1, 2024, 12:23 PM","","Incline Bench Press (Barbell)",,"",1,"failure",40,11,,,
"Chest/Shoulder/Tricep","Dec 1, 2024, 11:09 AM","Dec 1, 2024, 12:23 PM","","Incline Bench Press (Barbell)",,"",2,"failure",50,6,,,
"Chest/Shoulder/Tricep","Dec 1, 2024, 11:09 AM","Dec 1, 2024, 12:23 PM","","Triceps Extension (Machine)",,"",0,"normal",40,12,,,
"Chest/Shoulder/Tricep","Dec 1, 2024, 11:09 AM","Dec 1, 2024, 12:23 PM","","Triceps Extension (Machine)",,"",1,"failure",50,9,,,
"Back/ Biceps","Nov 30, 2024, 9:10 AM","Nov 30, 2024, 10:34 AM","Diddy party","Pull Up (Assisted)",,"",0,"normal",37.5,12,,,
"Back/ Biceps","Nov 30, 2024, 9:10 AM","Nov 30, 2024, 10:34 AM","Diddy party","Pull Up (Assisted)",,"",1,"failure",34.38,10,,,
"Back/ Biceps","Nov 30, 2024, 9:10 AM","Nov 30, 2024, 10:34 AM","Diddy party","Pull Up (Assisted)",,"",2,"failure",31.25,7,,,
"Back/ Biceps","Nov 30, 2024, 9:10 AM","Nov 30, 2024, 10:34 AM","Diddy party","Hammer Curl (Dumbbell)",,"Per arm",0,"normal",12,12,,,
"Back/ Biceps","Nov 30, 2024, 9:10 AM","Nov 30, 2024, 10:34 AM","Diddy party","Hammer Curl (Dumbbell)",,"Per arm",1,"failure",14,13,,,
"Back/ Biceps","Nov 30, 2024, 9:10 AM","Nov 30, 2024, 10:34 AM","Diddy party","Hammer Curl (Dumbbell)",,"Per arm",2,"failure",16,7,,,
"Back/ Biceps","Nov 30, 2024, 9:10 AM","Nov 30, 2024, 10:34 AM","Diddy party","Iso-Lateral Row (Machine)",,"Total w + no straps",0,"warmup",91,12,,,
"Back/ Biceps","Nov 30, 2024, 9:10 AM","Nov 30, 2024, 10:34 AM","Diddy party","Iso-Lateral Row (Machine)",,"Total w + no straps",1,"failure",131,12,,,
"Back/ Biceps","Nov 30, 2024, 9:10 AM","Nov 30, 2024, 10:34 AM","Diddy party","Iso-Lateral Row (Machine)",,"Total w + no straps",2,"failure",151,7,,,
"Back/ Biceps","Nov 30, 2024, 9:10 AM","Nov 30, 2024, 10:34 AM","Diddy party","Preacher Curl (Machine)",0,"",0,"normal",40,12,,,
"Back/ Biceps","Nov 30, 2024, 9:10 AM","Nov 30, 2024, 10:34 AM","Diddy party","Preacher Curl (Machine)",0,"",1,"failure",45,10,,,
"Back/ Biceps","Nov 30, 2024, 9:10 AM","Nov 30, 2024, 10:34 AM","Diddy party","Preacher Curl (Machine)",0,"",2,"failure",50,7,,,
